semanticResourceURN;Code List;Code Value;codeName
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_EGG;PackagingMarkedFreeFromCode;FREE_FROM_EGG;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_FISH;PackagingMarkedFreeFromCode;FREE_FROM_FISH;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_GLUTEN;PackagingMarkedFreeFromCode;FREE_FROM_GLUTEN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_GRAINS;PackagingMarkedFreeFromCode;FREE_FROM_GRAINS;Free From Grains
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_HAZELNUTS;PackagingMarkedFreeFromCode;FREE_FROM_HAZELNUTS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_HYDROCARBON_PROPELLANT;PackagingMarkedFreeFromCode;FREE_FROM_HYDROCARBON_PROPELLANT;Free From Hydrocarbon Propellant
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_LACTOSE;PackagingMarkedFreeFromCode;FREE_FROM_LACTOSE;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_LATEX;PackagingMarkedFreeFromCode;FREE_FROM_LATEX;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_LEGUME_PROTEIN;PackagingMarkedFreeFromCode;FREE_FROM_LEGUME_PROTEIN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_MACADAMIA;PackagingMarkedFreeFromCode;FREE_FROM_MACADAMIA;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_MILK;PackagingMarkedFreeFromCode;FREE_FROM_MILK;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_MILK_PROTEIN;PackagingMarkedFreeFromCode;FREE_FROM_MILK_PROTEIN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_MOLLUSCS;PackagingMarkedFreeFromCode;FREE_FROM_MOLLUSCS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_MUSTARD;PackagingMarkedFreeFromCode;FREE_FROM_MUSTARD;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_NATURAL_GLUTEN;PackagingMarkedFreeFromCode;FREE_FROM_NATURAL_GLUTEN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_OAT;PackagingMarkedFreeFromCode;FREE_FROM_OAT;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_PEA_PROTEIN;PackagingMarkedFreeFromCode;FREE_FROM_PEA_PROTEIN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_PEANUTS;PackagingMarkedFreeFromCode;FREE_FROM_PEANUTS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_PEANUTS_AND_MADE_IN_A_PEANUT_FREE_FACILITY;PackagingMarkedFreeFromCode;FREE_FROM_PEANUTS_AND_MADE_IN_A_PEANUT_FREE_FACILITY;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_PECANS;PackagingMarkedFreeFromCode;FREE_FROM_PECANS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_PHOSPHATES;PackagingMarkedFreeFromCode;FREE_FROM_PHOSPHATES;Free From Phosphates
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_PINENUTS;PackagingMarkedFreeFromCode;FREE_FROM_PINENUTS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_PISTACHIOS;PackagingMarkedFreeFromCode;FREE_FROM_PISTACHIOS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_POLYETHYLENE_MICROBEADS;PackagingMarkedFreeFromCode;FREE_FROM_POLYETHYLENE_MICROBEADS;Free From Polyethylene Microbeads
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_PROTEIN;PackagingMarkedFreeFromCode;FREE_FROM_PROTEIN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_PVC;PackagingMarkedFreeFromCode;FREE_FROM_PVC;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_RYE;PackagingMarkedFreeFromCode;FREE_FROM_RYE;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_SESAME;PackagingMarkedFreeFromCode;FREE_FROM_SESAME;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_SOYA;PackagingMarkedFreeFromCode;FREE_FROM_SOYA;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_SUGAR;PackagingMarkedFreeFromCode;FREE_FROM_SUGAR;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_TRANSFAT;PackagingMarkedFreeFromCode;FREE_FROM_TRANSFAT;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_TREE_NUTS;PackagingMarkedFreeFromCode;FREE_FROM_TREE_NUTS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_TRITICALE;PackagingMarkedFreeFromCode;FREE_FROM_TRITICALE;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_TRICLOSAN;PackagingMarkedFreeFromCode;FREE_FROM_TRICLOSAN;Free From Triclosan
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_WALNUTS;PackagingMarkedFreeFromCode;FREE_FROM_WALNUTS;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:FREE_FROM_WHEAT;PackagingMarkedFreeFromCode;FREE_FROM_WHEAT;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:REDUCED_LACTOSE;PackagingMarkedFreeFromCode;REDUCED_LACTOSE;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:REDUCED_PROTEIN;PackagingMarkedFreeFromCode;REDUCED_PROTEIN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:REDUCED_TRANSFAT;PackagingMarkedFreeFromCode;REDUCED_TRANSFAT;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:VERY_LOW_GLUTEN;PackagingMarkedFreeFromCode;VERY_LOW_GLUTEN;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:WITHOUT_ADDED_SUGAR;PackagingMarkedFreeFromCode;WITHOUT_ADDED_SUGAR;
urn:gs1:gdd:cl:PackagingMarkedFreeFromCode:WITHOUT_ADDED_SWEETENER;PackagingMarkedFreeFromCode;WITHOUT_ADDED_SWEETENER;
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode;PackagingMarkedLabelAccreditationCode;;
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:100_PERCENT_CANADIAN_MILK;PackagingMarkedLabelAccreditationCode;100_PERCENT_CANADIAN_MILK;100 Percent Canadian Milk
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ACMI;PackagingMarkedLabelAccreditationCode;ACMI;Art And Creative Materials Institute, Inc.
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AFIA_PET_FOOD_FACILITY;PackagingMarkedLabelAccreditationCode;AFIA_PET_FOOD_FACILITY;AFIA Pet Food Facility 
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AGENCE_BIO;PackagingMarkedLabelAccreditationCode;AGENCE_BIO;BIO Agency
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AGRICULTURE_BIOLIGIQUE;PackagingMarkedLabelAccreditationCode;AGRICULTURE_BIOLIGIQUE;Agriculture Bioligique
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AHAM;PackagingMarkedLabelAccreditationCode;AHAM;"Air cleaner performance standard e.g., humidifier"
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AISE;PackagingMarkedLabelAccreditationCode;AISE;A.I.S.E
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AISE_2005;PackagingMarkedLabelAccreditationCode;AISE_2005;A.I.S.E 2005
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AISE_2010;PackagingMarkedLabelAccreditationCode;AISE_2010;A.I.S.E 2010
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AKC_PEACH_KOSHER;PackagingMarkedLabelAccreditationCode;AKC_PEACH_KOSHER;Atlanta Kashrus Commission Certification  
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ALIMENTS_BIO_PREPARES_AU_QUEBEC;PackagingMarkedLabelAccreditationCode;ALIMENTS_BIO_PREPARES_AU_QUEBEC;Aliments BIO Prepares au Quebec 
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ALIMENTS_DU_QUEBEC;PackagingMarkedLabelAccreditationCode;ALIMENTS_DU_QUEBEC;Aliments du Quebec
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ALIMENTS_DU_QUEBEC_BIO;PackagingMarkedLabelAccreditationCode;ALIMENTS_DU_QUEBEC_BIO;Aliments du Quebec BIO
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ALIMENTS_PREPARES_AU_QUEBEC;PackagingMarkedLabelAccreditationCode;ALIMENTS_PREPARES_AU_QUEBEC;Aliments Prepares au Quebec
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ALUMINIUM_GESAMTVERBAND_DER_ALUMINIUMINDUSTRIE;PackagingMarkedLabelAccreditationCode;ALUMINIUM_GESAMTVERBAND_DER_ALUMINIUMINDUSTRIE;
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AMA_ORGANIC_SEAL;PackagingMarkedLabelAccreditationCode;AMA_ORGANIC_SEAL;Austria Ministry of Agriculture Organic Organic Seal
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AMA_ORGANIC_SEAL_BLACK;PackagingMarkedLabelAccreditationCode;AMA_ORGANIC_SEAL_BLACK;Austria Ministry of Agriculture Organic Organic Black
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AMA_SEAL_OF_APPROVAL;PackagingMarkedLabelAccreditationCode;AMA_SEAL_OF_APPROVAL;Austria Ministry of Agriculture Organic Organic Approval
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AMERICAN_DENTAL_ASSOCIATION;PackagingMarkedLabelAccreditationCode;AMERICAN_DENTAL_ASSOCIATION;American Dental Association
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AMERICAN_HEART_ASSOCIATION_CERTIFIED;PackagingMarkedLabelAccreditationCode;AMERICAN_HEART_ASSOCIATION_CERTIFIED;American Heart Association Certified
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ANIMAL_WELFARE_APPROVED_GRASSFED;PackagingMarkedLabelAccreditationCode;ANIMAL_WELFARE_APPROVED_GRASSFED;Animal Welfare Approved Grassfed
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AQUACULTURE_STEWARDSHIP_COUNCIL;PackagingMarkedLabelAccreditationCode;AQUACULTURE_STEWARDSHIP_COUNCIL;Aquaculture Stewardship Council
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ARGE_GENTECHNIK_FREI;PackagingMarkedLabelAccreditationCode;ARGE_GENTECHNIK_FREI;ARGE
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ARGENCERT;PackagingMarkedLabelAccreditationCode;ARGENCERT;Argencert
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ARLA_FARMER_OWNED;PackagingMarkedLabelAccreditationCode;ARLA_FARMER_OWNED;Arla Farmer Owned
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ASCO;PackagingMarkedLabelAccreditationCode;ASCO;Organic Certifying Body – Agricultural Services Certified Organic (ASCO)
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ASMI;PackagingMarkedLabelAccreditationCode;ASMI;Alaska Seafood Marketing Institute
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:ATG;PackagingMarkedLabelAccreditationCode;ATG;ATG
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AUS_KAUP_ESTONIA;PackagingMarkedLabelAccreditationCode;AUS_KAUP_ESTONIA;
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AUSTRALIAN_CERTIFIED_ORGANIC;PackagingMarkedLabelAccreditationCode;AUSTRALIAN_CERTIFIED_ORGANIC;Australian Certified Organic
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AUSTRIA_BIO_GARANTIE;PackagingMarkedLabelAccreditationCode;AUSTRIA_BIO_GARANTIE;Austria Bio Garantie
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:AUSTRIAN_ECO_LABEL;PackagingMarkedLabelAccreditationCode;AUSTRIAN_ECO_LABEL;Austrian Eco Label
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BCARA_ORGANIC;PackagingMarkedLabelAccreditationCode;BCARA_ORGANIC;Organic Certifying Body – Province of British Columbia Certified Organic, British Columbia Association for Regenerative Agriculture (BCARA), Canada
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BDIH_LOGO;PackagingMarkedLabelAccreditationCode;BDIH_LOGO;BDIH Logo
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEBAT;PackagingMarkedLabelAccreditationCode;BEBAT;BEBAT
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEDRE_DYREVELFAERD_1HEART;PackagingMarkedLabelAccreditationCode;BEDRE_DYREVELFAERD_1HEART;Bedre Dyrevelfaerd 1Heart
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEDRE_DYREVELFAERD_2HEART;PackagingMarkedLabelAccreditationCode;BEDRE_DYREVELFAERD_2HEART;Bedre Dyrevelfaerd 2Heart
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEDRE_DYREVELFAERD_3HEART;PackagingMarkedLabelAccreditationCode;BEDRE_DYREVELFAERD_3HEART;Bedre Dyrevelfaerd 3Heart
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BELGAQUA;PackagingMarkedLabelAccreditationCode;BELGAQUA;Belgaqua
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BENOR;PackagingMarkedLabelAccreditationCode;BENOR;BENOR
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BERCHTESGADENER_LAND;PackagingMarkedLabelAccreditationCode;BERCHTESGADENER_LAND;Berchtesgadener Land
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEST_AQUACULTURE_PRACTICES;PackagingMarkedLabelAccreditationCode;BEST_AQUACULTURE_PRACTICES;Best Aquaculture Practices 
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEST_AQUACULTURE_PRACTICES_2_STARS;PackagingMarkedLabelAccreditationCode;BEST_AQUACULTURE_PRACTICES_2_STARS;Best Aquaculture Practices 2 Stars
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEST_AQUACULTURE_PRACTICES_3_STARS;PackagingMarkedLabelAccreditationCode;BEST_AQUACULTURE_PRACTICES_3_STARS;Best Aquaculture Practices 3 Stars
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEST_AQUACULTURE_PRACTICES_4_STARS;PackagingMarkedLabelAccreditationCode;BEST_AQUACULTURE_PRACTICES_4_STARS;Best Aquaculture Practices 4 Stars
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETER_LEVEN_1_STER;PackagingMarkedLabelAccreditationCode;BETER_LEVEN_1_STER;Beter Leven 1 Ster
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETER_LEVEN_2_STER;PackagingMarkedLabelAccreditationCode;BETER_LEVEN_2_STER;Beter Leven 2 Ster
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETER_LEVEN_3_STER;PackagingMarkedLabelAccreditationCode;BETER_LEVEN_3_STER;Beter Leven 3 Ster
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETTER_BUSINESS_BUREAU_ACCREDITED;PackagingMarkedLabelAccreditationCode;BETTER_BUSINESS_BUREAU_ACCREDITED;Better Business Bureau Accredited
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BETTER_COTTON_INITIATIVE;PackagingMarkedLabelAccreditationCode;BETTER_COTTON_INITIATIVE;Better Cotton Initiative
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEWUSST_TIROL;PackagingMarkedLabelAccreditationCode;BEWUSST_TIROL;Bewusst Tirol
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BEWUSTE_KEUZE;PackagingMarkedLabelAccreditationCode;BEWUSTE_KEUZE;
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIKO_TIROL;PackagingMarkedLabelAccreditationCode;BIKO_TIROL;
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_AUSTRIA_LABEL;PackagingMarkedLabelAccreditationCode;BIO_AUSTRIA_LABEL;Bio Austria Label
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_CZECH_LABEL;PackagingMarkedLabelAccreditationCode;BIO_CZECH_LABEL;Bio Czech Label
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_FISCH;PackagingMarkedLabelAccreditationCode;BIO_FISCH;
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_LABEL_GERMAN;PackagingMarkedLabelAccreditationCode;BIO_LABEL_GERMAN;Bio Label German
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_PARTENAIRE;PackagingMarkedLabelAccreditationCode;BIO_PARTENAIRE;Bio Partenaire
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_RING_ALLGAEU;PackagingMarkedLabelAccreditationCode;BIO_RING_ALLGAEU;Bio-Ring Allgäu
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIO_SUISSE_BUD_SEAL;PackagingMarkedLabelAccreditationCode;BIO_SUISSE_BUD_SEAL;Bio Swiss Bud Seal
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIODEGRADABLE;PackagingMarkedLabelAccreditationCode;BIODEGRADABLE;Biodegradable
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIODEGRADABLE_PRODUCTS_INSTITUTE;PackagingMarkedLabelAccreditationCode;BIODEGRADABLE_PRODUCTS_INSTITUTE;Biodegradable Products Institute 
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIODYNAMIC_CERTIFICATION;PackagingMarkedLabelAccreditationCode;BIODYNAMIC_CERTIFICATION;Biodynamic Certification
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIOLAND;PackagingMarkedLabelAccreditationCode;BIOLAND;Bioland
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIOLAND_ENNSTAL;PackagingMarkedLabelAccreditationCode;BIOLAND_ENNSTAL;Bioland Ennstal
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIOS_KONTROLLE;PackagingMarkedLabelAccreditationCode;BIOS_KONTROLLE;BIOS Kontrolle
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BIRD_FRIENDLY_COFFEE_SMITHSONIAN_CERTIFICATION;PackagingMarkedLabelAccreditationCode;BIRD_FRIENDLY_COFFEE_SMITHSONIAN_CERTIFICATION;Bird Friendly Coffee Smithsonian Certification 
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BK_CHECK_VAAD_HAKASHRUS_OF_BUFFALO;PackagingMarkedLabelAccreditationCode;BK_CHECK_VAAD_HAKASHRUS_OF_BUFFALO;Bk Check Vaad Hakashrus Of Buffalo
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BLUE_ANGEL;PackagingMarkedLabelAccreditationCode;BLUE_ANGEL;Blue Angel
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BLUE_RIBBON_KOSHER;PackagingMarkedLabelAccreditationCode;BLUE_RIBBON_KOSHER;Blue Ribbon Kosher
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BLUESIGN;PackagingMarkedLabelAccreditationCode;BLUESIGN;Bluesign Technologies AG Approved e.g., footwear insoles
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BORD_BIA_APPROVED;PackagingMarkedLabelAccreditationCode;BORD_BIA_APPROVED;Bord Bia Approved
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BORD_BIA_APPROVED_MEAT;PackagingMarkedLabelAccreditationCode;BORD_BIA_APPROVED_MEAT;Bord Bia Approved Meat
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BRA_MILJOVAL_LABEL_SWEDISH;PackagingMarkedLabelAccreditationCode;BRA_MILJOVAL_LABEL_SWEDISH;Bra Miljöval Bra Miljöval
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BRC_GLOBAL_STANDARDS;PackagingMarkedLabelAccreditationCode;BRC_GLOBAL_STANDARDS;BRC Global Standards
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BREATHEWAY;PackagingMarkedLabelAccreditationCode;BREATHEWAY;BreatheWay
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BRITISH_DENTAL_HEALTH;PackagingMarkedLabelAccreditationCode;BRITISH_DENTAL_HEALTH;British Dental Health
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BRITISH_RETAIL_CONSORTIUM_CERTIFICATION;PackagingMarkedLabelAccreditationCode;BRITISH_RETAIL_CONSORTIUM_CERTIFICATION;British Retail Consortium Certification
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BSCI;PackagingMarkedLabelAccreditationCode;BSCI;BSCI
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:BULLFROG;PackagingMarkedLabelAccreditationCode;BULLFROG;Bullfrog Power
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_BEEF;PackagingMarkedLabelAccreditationCode;CA_BEEF;Made with Canadian Beef
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_BOTH_DOM_IMPORT;PackagingMarkedLabelAccreditationCode;CA_BOTH_DOM_IMPORT;Made in Canada from Domestic and Imported Ingredients
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_BULK;PackagingMarkedLabelAccreditationCode;CA_BULK;Imported in bulk and packaged in Canada
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_CANNED;PackagingMarkedLabelAccreditationCode;CA_CANNED;"“Canned in Canada"" to describe green beans"
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_DISTILLED;PackagingMarkedLabelAccreditationCode;CA_DISTILLED;"“Distilled in Canada"" to describe bottled water"
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_IMPORT;PackagingMarkedLabelAccreditationCode;CA_IMPORT;Made in Canada (a)
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_INGREDIENT;PackagingMarkedLabelAccreditationCode;CA_INGREDIENT;Made with Canadian _(ingredient)_
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_MADE;PackagingMarkedLabelAccreditationCode;CA_MADE;Made in Canada
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_MUSTARD_SEEDS;PackagingMarkedLabelAccreditationCode;CA_MUSTARD_SEEDS;Made with Canadian Mustard Seeds
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_OATS;PackagingMarkedLabelAccreditationCode;CA_OATS;Made with 100% Canadian Oats
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_PREPARED;PackagingMarkedLabelAccreditationCode;CA_PREPARED;"""Prepared in Canada"""
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_PROCESSED;PackagingMarkedLabelAccreditationCode;CA_PROCESSED;"""Processed in Canada"""
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_PRODUCT;PackagingMarkedLabelAccreditationCode;CA_PRODUCT;Product of Canada
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_PROUD;PackagingMarkedLabelAccreditationCode;CA_PROUD;Proudly Canadian
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_REFINED;PackagingMarkedLabelAccreditationCode;CA_REFINED;Refined in Canada
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CA_ROASTED_BLENDED;PackagingMarkedLabelAccreditationCode;CA_ROASTED_BLENDED;Roasted and Blended in Canada
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CAC_ABSENCE_EGG_MILK;PackagingMarkedLabelAccreditationCode;CAC_ABSENCE_EGG_MILK;Absence of Eggs and Milk is a Certified Allergen Control (CAC)
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CAC_ABSENCE_EGG_MILK_PEANUTS;PackagingMarkedLabelAccreditationCode;CAC_ABSENCE_EGG_MILK_PEANUTS;Absence of Eggs, Milk and Peanuts is a Certified Allergen Control (CAC)
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CAC_ABSENCE_OF_ALMOND;PackagingMarkedLabelAccreditationCode;CAC_ABSENCE_OF_ALMOND;Absence of Almond
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CAC_ABSENCE_OF_EGG;PackagingMarkedLabelAccreditationCode;CAC_ABSENCE_OF_EGG;Absence of Egg
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CAC_ABSENCE_OF_MILK;PackagingMarkedLabelAccreditationCode;CAC_ABSENCE_OF_MILK;Absence of Milk
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CAC_ABSENCE_OF_PEANUT;PackagingMarkedLabelAccreditationCode;CAC_ABSENCE_OF_PEANUT;Absence of Peanut
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CAC_ABSENCE_PEANUT_ALMOND;PackagingMarkedLabelAccreditationCode;CAC_ABSENCE_PEANUT_ALMOND;Absence of Peanuts & Almonds is a Certified Allergen Control (CAC)
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CAN_BNQ_CERTIFIED;PackagingMarkedLabelAccreditationCode;CAN_BNQ_CERTIFIED;CAN/ BNQ Certified
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CANADA_GAP;PackagingMarkedLabelAccreditationCode;CANADA_GAP;CanadaGAP program certification mark of conformity
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CANADIAN_AGRICULTURAL_PRODUCTS;PackagingMarkedLabelAccreditationCode;CANADIAN_AGRICULTURAL_PRODUCTS;Canadian Agricultural Products
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CANADIAN_ASSOCIATION_FIRE_CHIEFS_APPROVED;PackagingMarkedLabelAccreditationCode;CANADIAN_ASSOCIATION_FIRE_CHIEFS_APPROVED;"Canadian Association of Fire Chiefs Approved"
urn:gs1:gdd:cl:PackagingMarkedLabelAccreditationCode:CANADIAN_CERTIFIED_COMPOSTABLE;PackagingMarkedLabelAccreditationCode;CANADIAN_CERTIFIED_COMPOSTABLE;Canadian Certified Compostable
